Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Pump Street Bakery,U.K.,2017,Jamaica,"Bachelor's Hall, batch 6911",75%,"2- B,S","sticky, mild, hay, honey",3
Pump Street Bakery,U.K.,2018,Solomon Islands,"Guadalcanal, Tenaru, David Natei F.",72%,"3- B,S,C",dominant savory,2
Pura Delizia,Italy,2012,Venezuela,Venezuela,73%,"4- B,S,C,L","fatty, vanilla, orange",2
Pura Delizia,Italy,2017,Ecuador,Ecuador,73%,"4- B,S,C,L","few grits, strong floral",2
Pura Delizia,Italy,2017,Papua New Guinea,Papua New Guinea,75%,"4- B,S,C,L",intense smoke,2
Pura Delizia,Italy,2017,Vietnam,Vietnam,75%,"4- B,S,C,L","intense, fig, roasty, citrus",3
Pura Delizia,Italy,2017,Philippines,Philippines,66%,"4- B,S,C,L","spice, sunflower",3
Pura Delizia,Italy,2017,Dominican Republic,Dominican,65%,"4- B,S,C,L","peanut, soy, sunflower",3
Q Chocolate,Brazil,2012,Brazil,Brazil,60%,"3- B,S,C","sweet, intense banana",2
Q Chocolate,Brazil,2012,Brazil,Brazil,65%,"3- B,S,C","muted, banana, hot cocoa",2
Q Chocolate,Brazil,2013,Brazil,Brazil,55%,"3- B,S,C","creamy, too sweet, sour",2
Q Chocolate,Brazil,2013,Brazil,Brazil,75%,"3- B,S,C","sticky, intense, roasty, fruit",2
Q Chocolate,Brazil,2013,Brazil,Brazil,80%,"3- B,S,C","tannic, fruity, cocoa",2
Q Chocolate,Brazil,2013,Brazil,Brazil,85%,"3- B,S,C","mild bitter, banana, citrus",3
Qantu,Canada,2018,Peru,"Bagua, Amazonas",70%,"3- B,S,C","pungent, grapes",2
Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70%,"3- B,S,C","bold, nutty, floral, wine",3
Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70%,"3- B,S,C","intense plum, harsh woody",3
Qantu,Canada,2020,Peru,"Piura, Gran Blanco, lot 400",70%,"3- B,S,C",grapes and honey,3
Qantu,Canada,2021,Peru,"Chaska, Junin, lot 425",70%,"3- B,S,C","bold, fig w/ floral undertone",3
Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70%,"3- B,S,C","gritty, waxy, leather",2
Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74%,"3- B,S,C","waxy, gritty, spicy, hammy",2
Raaka,U.S.A.,2011,Dominican Republic,La Red,85%,"3- B,S,C","creamy, pasty, bitter, cocoa",3
Raaka,U.S.A.,2012,Madagascar,Madagascar,75%,"3- B,S,C","gritty, sticky, candied",2
Raaka,U.S.A.,2015,Congo,Virunga,75%,"3- B,S,C","refined, honey, rubber",2
Raaka,U.S.A.,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70%,"3- B,S,C","pungent, green, citrus",2
Raaka,U.S.A.,2017,Haiti,"Pisa, unroasted",70%,"3- B,S,C",green,2
Raaka,U.S.A.,2017,Haiti,"Pisa, roasted",70%,"3- B,S,C",basic cocoa,3
Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,70%,"5- B,S,C,V,L","Easter candy, burnt",2
Rancho San Jacinto,Ecuador,2010,Ecuador,Ecuador,75%,,slightly dry and super spicey,2
Ranger,U.S.A.,2015,Peru,"San Martin, Batch 2",70%,"2- B,S","oily, intense vinegar",2
Ranger,U.S.A.,2015,Peru,"Chulucanas, Batch 1",80%,"2- B,S","fruity, melon",2
Ranger,U.S.A.,2015,Peru,"Tumbes, Batch 2",73%,"2- B,S","dried fruit, raisins, nutty",3
Ranger,U.S.A.,2021,Mexico,Soconusco,70%,"2- B,S","fruit, yogurt, astringent",2
Raoul Boulanger,France,2016,Peru,Piura,75%,"3- B,S,C","fatty, cocoa",2
Raphio,U.S.A.,2018,Ecuador,Camino Verde,72%,"3- B,S,C","floral, malt, high astringcy",3
Raphio,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72%,"3- B,S,C","creamy, complex, maple",3
Raphio,U.S.A.,2018,Peru,"El Gran Sapasoa, batch IP7487",72%,"3- B,S,C",dominant spice,3
Raphio,U.S.A.,2019,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72%,"3- B,S,C","floral, roasted cacao, dirty",3
Raphio,U.S.A.,2019,Nicaragua,Matagalpa,72%,"3- B,S,C","grassy, earthy, roasty, dirty",3
Raphio,U.S.A.,2021,Ghana,"Suhum Region, ABOCFA, b. IG7720",72%,"3- B,S,C","gateway, nutty, rich cocoa",3
Raw Cocoa,Poland,2012,Peru,Raw,70%,,"smooth, green, vegetal",2
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75%,"4- B,S,C,L","cinamon, hazelnut, roasty",2
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,67%,"4- B,S,C,L","creamy, caramel, dairy",3
Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75%,"4- B,S,C,L","vanilla, dark roast, spicy",3
Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75%,"4- B,S,C,L","strong rubber, off chemical",2
Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75%,"4- B,S,C,L","strong spicey, earthy green",2
Ritual,U.S.A.,2011,Costa Rica,Costa Rica,75%,"2- B,S","dark berry, woody,astringent",3
Ritual,U.S.A.,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75%,"2- B,S","dried fruit, nut, bitter, roasty",2
Ritual,U.S.A.,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",75%,"2- B,S","orange, heavy roast",3
Ritual,U.S.A.,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75%,"2- B,S","dark berry, tropical, nutty",3
Ritual,U.S.A.,2013,Peru,"Maranon, Cajamarca, batch 002",75%,"2- B,S","intense, roasty, spice",2
Ritual,U.S.A.,2013,Belize,"Toledo District, Maya, batch 001",75%,"2- B,S","thick, slow, pure",3
Ritual,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85%,"2- B,S","mild bitter, woody, bourbon",3
Ritual,U.S.A.,2015,Blend,"Mid Mountain, 2014, batch 002",70%,"2- B,S","sticky, woody",3
Ritual,U.S.A.,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75%,"2- B,S","floral, bourbon, balanced",3
Ritual,U.S.A.,2017,Mexico,Xoconusco,75%,"3- B,S,C","smooth, coffee, rich cocoa",3
Ritual,U.S.A.,2019,Nicaragua,"La Colonia, Enliven Cacao",70%,"2- B,S","complex, honey, fruit, nut",3
Ritual,U.S.A.,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",80%,"2- B,S","rich brownie, dried fruit",3
Ritual,U.S.A.,2020,Madagascar,"Sambirano, 2019 h., batch 7",75%,"3- B,S,C","tart fruit, roasty",3
River-Sea,U.S.A.,2018,Tanzania,"Kokoa Kamili, Morogoro",72%,"3- B,S,C","muted, heavy roast",2
River-Sea,U.S.A.,2019,Fiji,"Vanua Levu, Matasawalevu",70%,"3- B,S,C","fatty, rubbery, nutty",2
River-Sea,U.S.A.,2019,Peru,Ucayali,70%,"3- B,S,C","fatty, rubbery, off",2
Roasting Masters,South Korea,2016,Costa Rica,"La Dorado, light roast",70%,"2- B,S","dried fruit, intense",2
Roasting Masters,South Korea,2016,Costa Rica,"Tapanti, light roast",70%,"2- B,S","fatty, honey, slight sour",2
Roasting Masters,South Korea,2016,Costa Rica,Maleku,70%,"2- B,S","roasty, coffee, intense",2
Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75%,"5- B,S,C,V,L","rich cocoa, nutty",2
Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar w/ nibs,68%,"4- B,S,C,L","basic cocoa, large nibs",2
Rococo (Grenada Chocolate Co.),U.K.,2012,Grenada,"Gru Grococo, St. Andrews",66%,,"earthy, mild nutty",3
Rogue,U.S.A.,2008,Dominican Republic,"Hispaniola, 2008",70%,"2- B,S","nutty, earthy, mild off note",2
Rogue,U.S.A.,2008,Jamaica,Jamaica,70%,"2- B,S","sandy, heavy roast, woody",2
Rogue,U.S.A.,2008,Madagascar,"Sambirano, 2008",70%,"2- B,S","raisins, sour, roasty",2
Rogue,U.S.A.,2008,Trinidad,Trinidad,70%,"2- B,S","dry, honey, roasty",2
Rogue,U.S.A.,2009,Venezuela,Rio Caribe,70%,"2- B,S","mint, sweet spices",3
Rogue,U.S.A.,2010,Peru,Piura,75%,"2- B,S","smooth,intense,fruit, complex",3
Rogue,U.S.A.,2011,Bolivia,"Silvestre, Batch 1, 2011",75%,"2- B,S","rich brownie, roasty, sour",2
Rogue,U.S.A.,2012,Ecuador,"Camino Verde P., Balao, Guayas",75%,"2- B,S","floral, bourbon, mocha",3
Rogue,U.S.A.,2013,Madagascar,"Akessons Estate, Sambirano, 2013",70%,"2- B,S","creamy, heavy roast, citrus",3
Rogue,U.S.A.,2013,Dominican Republic,"Hispaniola, 2013",70%,"2- B,S","sticky, earthy, smokey",3
Rogue,U.S.A.,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75%,"2- B,S","intense, dark berry, spice",3
Rogue,U.S.A.,2013,Bolivia,"Silvestre, Batch 7, 2013",75%,"2- B,S","smooth, banana, tart, roasty",3
Rogue,U.S.A.,2014,Venezuela,Porcelana,80%,"2- B,S","red fruit, intense, earthy",3
Rogue,U.S.A.,2015,Bolivia,"Tranquilidad, Batch 1",75%,"2- B,S","roasty, dried fruit, sour",2
Rogue,U.S.A.,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70%,"2- B,S","deep, rich, nutty, roasty",3
Rogue,U.S.A.,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75%,"2- B,S","robust, tart, roasty",3
Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71%,"3- B,S,C","intense, burnt, chemical",2
Rozsavolgyi,Hungary,2011,Principe,Principe,77%,"3- B,S,C","smokey, nutty, fat residue",2
Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73%,"3- B,S,C","fatty, roasty, coffee",3
Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70%,"3- B,S,C","uneven melt, cashew",3
Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76%,"3- B,S,C","fatty, burnt, nut, vegetal",1
Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84%,"3- B,S,C","fatty, chemical, roasty",2
Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72%,"3- B,S,C","buttery, sour tang, off notes",2
Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73%,"3- B,S,C","nuts, chocolate, mellow",3
Rozsavolgyi,Hungary,2021,Peru,"Piura, Norandino, Gran Blanco Nativo, b. PB4704",72%,"3- B,S,C","blackberry, mild floral",3
Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72%,"3- B,S*,C","off note, vegetal, nibby",2
Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75%,"3- B,S,C","cocoa base, spice",2
Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70%,"3- B,S,C","complex, coarse, astringent",3
Ruket,Italy,2021,Indonesia,"Sumba, lot 02IN",77%,"2- B,S","mild smoke, tart, spice, harsh",2
Ruket,Italy,2021,Tanzania,Kokoa Kamili. Lot 73T,72%,"2- B,S","clean, pure cocoa, cherry, gritty",3
S.A.I.D.,Italy,2010,Blend,100 percent,100%,,"sticky, intense, very bitter",1
S.A.I.D.,Italy,2010,Dominican Republic,Samana,70%,,"fudgey, astringent, sour",2
S.A.I.D.,Italy,2010,Madagascar,Malgascio,64%,,"sandy, subtle fruit then cocoa",3
S.A.I.D.,Italy,2010,Blend,"Carribean, Arawak",72%,,"fatty, cocoa, nutty",3
S.A.I.D.,Italy,2010,Blend,Latino,72%,,"sandy, sweet, spice",3
Sacred,U.S.A.,2012,Blend,"Midnight, Central and S. America",83%,"4- B,S*,C,V","grassy, strong bitter",2
Sacred,U.S.A.,2012,Blend,"Twilight, Central and S. America",69%,"4- B,S*,C,V","grassy, maple",2
Salgado,Argentina,2008,Brazil,Bahia Superior,70%,"4- B,S,C,L","creamy, vanilla, rich",3
Salgado,Argentina,2008,Ecuador,Esmeraldas,70%,"4- B,S,C,L","nutty, spicy, floral",3
Salgado,Argentina,2008,Venezuela,Carenero Superior,70%,"4- B,S,C,L","nutty, basic cocoa",3
Salgado,Argentina,2008,Ecuador,Rio Arriba,70%,"4- B,S,C,L","floral, spicey",3
San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70%,"4- B,S,C,L","few grits, basic, gateway",2
Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Semi Dark,53%,"5- B,S,C,V,L","too sweet, candy-like",1
Santander (Compania Nacional),Colombia,2006,Colombia,Colombian,65%,"5- B,S,C,V,L","sweet, cherry, marshmallow",2
Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,70%,"5- B,S,C,V,L","rustic, cherry, marshmallow",3
Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75%,"3- B,S,L","roasty,rich cocoa,marshmallow",2
Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70%,"5- B,S,C,V,L","sweet, marshmallow",2
Santome,France,2011,Sao Tome,Sao Tome,70%,"5- B,S,C,V,L","perfume, vanilla",2
Scharffen Berger,U.S.A.,2006,Blend,Extra Dark,82%,"5- B,S,C,V,L","dry, bitter, poor aftertaste",1
Scharffen Berger,U.S.A.,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",68%,"5- B,S,C,V,L","fruity, smokey, burnt",1
Scharffen Berger,U.S.A.,2006,Jamaica,Jamaica a l'ancienne,70%,"5- B,S,C,V,L","fresh nibs,chocolate base off",1
Scharffen Berger,U.S.A.,2006,Blend,Semisweet,62%,"5- B,S,C,V,L","tobacco, sweet, dairy",2
Scharffen Berger,U.S.A.,2006,Blend,Bittersweet,70%,"5- B,S,C,V,L","cherry, mild bitter",3
Scharffen Berger,U.S.A.,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72%,"5- B,S,C,V,L",strong smokey tobacco,2
Scharffen Berger,U.S.A.,2007,Blend,Nibby,62%,"5- B,S,C,V,L","sweet, base cocoa",2
Scharffen Berger,U.S.A.,2007,Blend,Antilles (Trin/Gren/DR/Ven),75%,"5- B,S,C,V,L","smooth,complex,cocoa base",2
Scharffen Berger,U.S.A.,2007,Venezuela,Cuyagua,75%,"5- B,S,C,V,L","complex, strawberry, tart",3
Scharffen Berger,U.S.A.,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",72%,"5- B,S,C,V,L","grassy, black pepper, smoke",2
Scharffen Berger,U.S.A.,2009,Brazil,Tome Acu,68%,"5- B,S,C,V,L","smooth, tart, earthy",3
Scharffen Berger,U.S.A.,2009,Vietnam,Ben Tre,72%,"5- B,S,C,V,L","creamy, grassy, banana, tart",3
Scharffen Berger,U.S.A.,2009,Ghana,Asante,65%,"5- B,S,C,V,L","simple, delicate cocoa, long",3
Scharffen Berger,U.S.A.,2010,Grenada,Camahogne,68%,"5- B,S,C,V,L","smooth, grassy, minty",3
Scharffen Berger,U.S.A.,2010,Madagascar,Amina,65%,"5- B,S,C,V,L","clingy,subtle, tangy, citrus",3
Scharffen Berger,U.S.A.,2011,Papua New Guinea,Markham Valley,68%,"5- B,S,C,V,L","cherry,wine,rich,smoke",3
Scharffen Berger,U.S.A.,2012,Peru,San Juan de Cheni,78%,"4- B,S,C,L","banana, pear, spice, cheese",3
Seaforth,U.K.,2015,Dominican Republic,Dominican Republic,70%,"2- B,S","rustic, vegetal, earthy",2
Seaforth,U.K.,2015,Grenada,Grenada,70%,"2- B,S","off, sweet, orange, rubber",2
Seahorse,U.S.A.,2018,Honduras,Wampusirpi,70%,"2- B,S","dry, earthy, surface mark",2
Seahorse,U.S.A.,2018,Dominican Republic,Zorzal,70%,"2- B,S","earthy, mild fruit, sticky",2
Seahorse,U.S.A.,2018,Tanzania,Kokoa Kamili,70%,"2- B,S","sticky, cherry, cocoa",2
Seahorse,U.S.A.,2019,Fiji,Matasawalevu,70%,"2- B,S","sharp, raw, metallic",2
Seahorse,U.S.A.,2019,Uganda,Semuliki Forest,70%,"2- B,S","cocoa, roasty, sticky",3
Seahorse,U.S.A.,2021,Trinidad,Gewan Gangaram,75%,"2- B,S","sl roasty, woody, melon, spicy",2
Seahorse,U.S.A.,2021,Peru,Ucayali,70%,"2- B,S","orange, fig, cocoa",3
Seahorse,U.S.A.,2021,Vietnam,Ben Tre,70%,"2- B,S",blueberry & cocoa dominate,3
Seahorse,U.S.A.,2021,India,Anamalai,70%,"2- B,S","sticky, dark berry, roasty edge",3
Shane Chocolate Works,U.S.A.,2019,Guatemala,Guatemala,70%,"3- B,S,C","spicy, rich cocoa, sweet",2
Shane Chocolate Works,U.S.A.,2019,Colombia,Colombia,70%,"3- B,S,C","black pepper, astringent",2
Shane Chocolate Works,U.S.A.,2019,Belize,Belize,70%,"3- B,S,C",full cocoa flavor,3
Shark Mountain,U.S.A.,2014,Ecuador,Ecuador,75%,"2- B,S","coffee, nutty",2
Shark Mountain,U.S.A.,2014,Belize,"Belize, 2013",72%,"2- B,S","fruity, blueberry",2
Shark Mountain,U.S.A.,2015,Venezuela,Cuyagua,77%,"2- B,S","smoked ham, tangy, berry",2
Shark Mountain,U.S.A.,2015,Jamaica,Jamaica,72%,"2- B,S","sticky, dried fruit, smoke",2
Shark Mountain,U.S.A.,2015,Papua New Guinea,Papua New Guinea,73%,"2- B,S","chewy, smoke, fruit, cocoa",3
Shark Mountain,U.S.A.,2015,Dominican Republic,ROIG,74%,"2- B,S","grapes, tangy, cocoa",3
Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo",73%,"4- B,S,C,V","sticky, earthy, medicinal",1
Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo, w/ added cocoa butter",73%,"4- B,S,C,V","perfume, floral, chemical",2
Shattell,Peru,2011,Peru,Porcelana,75%,"3- B,S,C","strong spice, perfume, roasty",3
Shattell,Peru,2016,Peru,Tingo Maria,70%,"3- B,S,C","earthy, roasty, vegetal",2
Sibu,Costa Rica,2015,Costa Rica,Oro,82%,"3- B,S,C","gritty, fatty, coffee",2
Sibu,Costa Rica,2015,Costa Rica,Oscuro,70%,"3- B,S,C","gritty, bold, black pepper",3
Sibu Sura,U.S.A.,2012,Peru,Peru,70%,,"sandy, sweet, vanilla",2
Silvio Bessone,Italy,2011,Belize,Maya Belize,67%,"4- B,S,C,Sa","fatty, cocoa, spicy",2
Silvio Bessone,Italy,2011,Colombia,"Porcelana, Colombia, Amazonas",68%,"4- B,S,C,Sa","fatty, salty, caramel",2
Silvio Bessone,Italy,2011,Sao Tome,"Trintade, Sao Tome",65%,"4- B,S,C,Sa","nutty, salty",2
Silvio Bessone,Italy,2011,Brazil,"Bahia, Scavina",60%,"4- B,S,C,Sa","fatty, sweet, salty",2
Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",67%,"3- B,S,C","tart, sweet edge",3
Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73%,"3- B,S,C","intense fruity, mild sour",3
Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73%,"3- B,S,C","intense, rich, burnt, licorice",3
Sirene,Canada,2015,Madagascar,"Somia Plantation, 2012",100%,1- B,"creamy, tart, bitter",2
Sirene,Canada,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2012",100%,1- B,"floral, bourbon, bitter",2
Sirene,Canada,2015,Guatemala,Lachua w/ cane sugar,73%,"2- B,S","waxy, earthy, cocoa, roasty",2
Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73%,"2- B,S*","waxy, maple, flat",2
Sirene,Canada,2015,Haiti,Pisa,73%,"2- B,S","oily, medium roasted cocoa",2
Sirene,Canada,2016,Bolivia,Wild Bolivia,73%,"2- B,S","sticky, raisins, fudgey",3
Sirene,Canada,2016,Tanzania,Kokoa Kamili Coop,73%,"2- B,S","basic cocoa, gateway",3
Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",73%,"2- B,S","rich cocoa, spicy",3
Sirene,Canada,2017,Peru,Tingo Maria,73%,"2- B,S","caramel, anise, dried fruit",3
Sirene,Canada,2021,Mexico,"Soconusco, Rayen Cacao Co-op",73%,"3- B,S,C","bland, sour, lacks development",2
Sirene,Canada,2021,India,"Anamalai, Pollachi City",73%,"3- B,S,C","butterscotch, slight burnt note",2
Sjolinds,U.S.A.,2015,Ghana,Ghana,70%,"4- B,S,C,V","sweet, vanilla, cocoa, mold",2
Sjolinds,U.S.A.,2015,Nicaragua,"Nicaragua, lot N510",72%,"3- B,S,C","mild, nutty, vanilla, cocoa",2
"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72%,"3- B,S,C","floral, intense, pungent",2
"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67%,"3- B,S,C","light brown, grits, floral",2
"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65%,"3- B,S,C","few grits, sweet, orange",2
"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70%,"3- B,S,C","few grits, bold, dark berry",3
"Smooth Chocolator, The",Australia,2015,Papua New Guinea,"Papua New Guinea, triple roast, batch 1",65%,"3- B,S,C","smokey, tart, astringent",3
"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67%,"3- B,S,C","bold cherry, rich cooa",3
"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70%,"3- B,S,C","cigar, tobacco, grass, spice",3
"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70%,"3- B,S,C",mild cacao and fruit notes,3
"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72%,"3- B,S,C","creamy, pistachio, floral",3
"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70%,"3- B,S,C","creamy, molasses, off note",2
"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70%,"3- B,S,C","gummy, fatty, earthy",2
"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70%,"3- B,S,C","creamy, fruit, cocoa",3
"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70%,"3- B,S,C","apple, mild cherry",3
"Smooth Chocolator, The",Australia,2016,Australia,Australia,67%,"3- B,S,C","delicate, smooth, dairy",3
"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70%,"3- B,S,C","ligt color, creamy, peanut",3
"Smooth Chocolator, The",Australia,2017,Dominican Republic,"Oko Caribe, DOR005",70%,"3- B,S,C","cherry, rich choco",3
"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70%,"3- B,S,C","complex, earthy, melon",3
Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,68%,"3- B,S,C","mild cocoa, fruity",2
Snake & Butterfly,U.S.A.,2010,Ecuador,Ecuador,68%,"3- B,S,C","fudgey then spicy, vanilla",2
Snake & Butterfly,U.S.A.,2011,Ghana,Ghana,67%,"3- B,S,C","perfume, strong chemical",1
Soeka,Amsterdam,2018,Sulawesi,Sulawesi,66%,"3- B,S*,C","nuts, fruit, cocoa",2
Soklet,India,2017,India,India,70%,"3- B,S,C","grassy, hammy",2
Sol Cacao,U.S.A.,2015,Madagascar,Madagascar,72%,"2- B,S","tangy, sour, intense",2
Sol Cacao,U.S.A.,2016,Ecuador,"Ecuador, Batch 1",70%,"2- B,S","intense, simple, floral, earthy",3
Solkiki,U.K.,2016,Dominican Republic,"Castillo, Hispaniola, unroasted",85%,"2- B,S","sticky, hammy, bitter",2
Solkiki,U.K.,2016,Peru,"Maranon, Fortunato No. 4",68%,"2- B,S","sticky, sandy, pungent",2
Solkiki,U.K.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70%,"3- B,S,C","intense, dirty,floral,medicinal",2
Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island,70%,"2- B,S","sweet, roasty, spicy",2
Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island w/ nibs,75%,"2- B,S","spicy, roasted, fresh nibs",2
Solstice,U.S.A.,2013,Madagascar,Sambirano,70%,"2- B,S","dry, molasses, sour",2
Solstice,U.S.A.,2013,Venezuela,Amazonas,70%,"2- B,S","dairy, cheese, molasses",2
Solstice,U.S.A.,2013,Bolivia,Bolivia,70%,"2- B,S","intense, leathery, cocoa",2
Solstice,U.S.A.,2013,Peru,San Martin,70%,"3- B,S,C","molasses, grape, sour",2
Solstice,U.S.A.,2013,Blend,Wasatch,70%,"3- B,S,C","creamy, nutty, cocoa",3
Solstice,U.S.A.,2014,Uganda,Bundibugyo,70%,"3- B,S,C","molasses, licorice, muted",2
Solstice,U.S.A.,2017,Tanzania,Kilombero,70%,"3- B,S,C","sticky, strong molasses",2
Solstice,U.S.A.,2018,India,Anamalai,70%,"3- B,S,C","molasses undertone, tangy",2
Solstice,U.S.A.,2021,Vietnam,"Dak Nong, Lot 103120",70%,"3- B,S,C","molasses, raisins, astringent",3
Soma,Canada,2009,Dominican Republic,Hispaniola,70%,"3- B,S,C","sticky, few grits, mild fruit,sour",2
Soma,Canada,2009,Dominican Republic,Conacado,70%,"3- B,S,C","slow to develop, nutty",2
Soma,Canada,2009,Ghana,Africa,70%,"3- B,S,C","earthy, woody, vegetal",3
Soma,Canada,2009,Papua New Guinea,Papua New Guinea,70%,"3- B,S,C","smokey, mushroom, woodsy",3
Soma,Canada,2009,Madagascar,Madagascar,70%,"3- B,S,C","subtle red berry, complex",3
Soma,Canada,2009,Venezuela,Ocumare,70%,"3- B,S,C",black tea,3
Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70%,"3- B,S,C","complex, nut, dried fruit, earth",3
Soma,Canada,2011,Grenada,"Grenada, Black Science",70%,"3- B,S,C","super temper,astringent, burn",2
Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70%,"3- B,S,C","earthy, mild tannic, woody",3
Soma,Canada,2011,Venezuela,Chuao,70%,"3- B,S,C","strawberry, green mint",3
Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science",70%,"3- B,S,C","dried fruit, tart",3
Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70%,"3- B,S,C","strawberry, cocoa, nutty",3
Soma,Canada,2011,Peru,Peruvian,64%,"3- B,S,C","complex,spice,caramel,cocoa",3
Soma,Canada,2012,Haiti,Noula Coop,70%,"3- B,S,C","uneven, grassy, roasty",2
Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70%,"3- B,S,C","sandy, earthy, tangy wine",3
Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70%,"3- B,S,C","smoke,tobacco,black pepper",3
Soma,Canada,2012,Papua New Guinea,Papua New Guinea,85%,"3- B,S,C","mild smoke, fruit, mild burnt",3
Soma,Canada,2012,U.S.A.,O'ahu Island,70%,"3- B,S,C","cranberries, cocoa",3
Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70%,"3- B,S,C","intense, rich burnt caramel",3
